uf;localidade;CEP;expr.;rodo;tarifa;frap;distribuidor;redespacho
RS;TRAVESSEIRO;95948000; 04; 05;Interior;Sim;CO LAJEADO 01;
RS;TRES ARROIOS;99725000; 06; 07;Interior;Nao;CO ERECHIM 01;
RS;TRES CACHOEIRAS;95580000; 03; 04;Interior;Sim;CO OSORIO 01;
RS;TRES COROAS;95660000; 02; 03;Capital;Sim;CO IGREJINHA 01;
RS;TRES DE MAIO;98910000; 02; 03;Interior;Sim;CO SANTA ROSA 01;
RS;TRES FORQUILHAS;95575000; 03; 04;Interior;Sim;CO OSORIO 01;
RS;TRES PALMEIRAS;99675000; 04; 05;Interior;Sim;CO CARAZINHO 01;
RS;TRES PASSOS;98600000; 04; 06;Interior;Sim;CO IJUI 01;
RS;TRINDADE DO SUL;99615000; 04; 05;Interior;Sim;CO CARAZINHO 01;
RS;TRIUNFO;95840000; 02; 03;Interior;Sim;CO ESTANCIA VELHA 01;
RS;TUCUNDUVA;98930000; 04; 05;Interior;Sim;CO SANTA ROSA 01;
RS;TUNAS;99330000; 15; 16;Interior;Nao;FL JAD PORTO ALEGRE;
RS;TUPANCI DO SUL;99878000; 04; 05;Interior;Nao;CO PASSO FUNDO 01;
RS;TUPANCIRETA;98170000; 03; 04;Interior;Sim;CO SANTA MARIA 01;
RS;TUPANDI;95775000; 04; 05;Interior;Nao;CO CARLOS BARBOSA 01;
RS;TUPARENDI;98940000; 03; 04;Interior;Sim;CO SANTA ROSA 01;
RS;TURUCU;96148000; 03; 04;Interior;Nao;CO PELOTAS 01;
RS;UBIRETAMA;98898000; 07; 08;Interior;Nao;CO SANTO ANGELO 01;
RS;UNIAO DA SERRA;99215000; 06; 07;Interior;Nao;CO PASSO FUNDO 01;
RS;UNISTALDA;97755000; 06; 07;Interior;Nao;CO SAO BORJA 01;
RS;URUGUAIANA;97500001 a 97514999; 03; 04;Capital;Sim;CO URUGUAIANA 01;
RS;VACARIA;95200000; 08; 09;Interior;Nao;CO CAXIAS DO SUL 01;
RS;VALE DO SOL;96878000; 03; 04;Interior;Sim;CO SANTA CRUZ DO SUL 01;
RS;VALE REAL;95778000; 04; 05;Interior;Sim;CO LAJEADO 01;
RS;VALE VERDE;95833000; 03; 04;Interior;Sim;CO SANTA CRUZ DO SUL 01;
RS;VANINI;99290000; 05; 06;Interior;Nao;CO PASSO FUNDO 01;
RS;VENANCIO AIRES;95800000; 01; 02;Capital;Sim;CO LAJEADO 01;
RS;VERA CRUZ;96880000; 02; 03;Capital;Sim;CO SANTA CRUZ DO SUL 01;
RS;VERANOPOLIS;95330000; 02; 03;Interior;Sim;CO BENTO GONCALVES 01;
RS;VESPASIANO CORREA;95972000; 04; 05;Interior;Sim;CO LAJEADO 01;
RS;VIADUTOS;99820000; 04; 05;Interior;Nao;CO ERECHIM 01;
RS;VIAMAO;94400001 a 94729999; 01; 02;Capital;Sim;CO CANOAS 01;
RS;VICENTE DUTRA;98450000; 07; 08;Interior;Sim;CO CARAZINHO 01;
RS;VICTOR GRAEFF;99350000; 03; 04;Interior;Sim;CO CARAZINHO 01;
RS;VILA FLORES;95334000; 02; 03;Interior;Sim;CO BENTO GONCALVES 01;
RS;VILA LANGARO;99955000; 06; 07;Interior;Nao;CO ERECHIM 01;
RS;VILA MARIA;99155000; 04; 05;Interior;Nao;CO PASSO FUNDO 01;
RS;VILA NOVA DO SUL;97385000; 02; 03;Interior;Sim;CO SAO GABRIEL 01;
RS;VISTA ALEGRE;98415000; 04; 05;Interior;Sim;CO CARAZINHO 01;
RS;VISTA ALEGRE DO PRATA;95325000; 05; 06;Interior;Nao;CO PASSO FUNDO 01;
RS;VISTA GAUCHA;98535000; 04; 06;Interior;Nao;CO IJUI 01;
RS;VITORIA DAS MISSOES;98850000; 04; 05;Interior;Nao;CO SANTO ANGELO 01;
RS;WESTFALIA;95893000; 04; 05;Interior;Sim;CO LAJEADO 01;
RS;XANGRI-LA;95588000; 03; 04;Interior;Sim;CO OSORIO 01;
SC;ABDON BATISTA;89636000; 07; 08;Interior;Nao;CO LAGES 01;
SC;ABELARDO LUZ;89830000; 02; 04;Capital;Nao;CO XANXERE 01;
SC;AGROLANDIA;88420000; 04; 05;Interior;Sim;CO RIO DO SUL 01;
SC;AGRONOMICA;89188000; 03; 04;Capital;Sim;CO RIO DO SUL 01;
SC;AGUA DOCE;89654000; 04; 05;Capital;Sim;CO JOACABA 01;
SC;AGUAS BRANCAS;88655000; 07; 08;Interior;Nao;CO LAGES 01;
SC;AGUAS DE CHAPECO;89883000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;AGUAS FRIAS;89843000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;AGUAS MORNAS;88150000; 04; 05;Interior;Nao;CO PALHOCA 01;
SC;ALFREDO WAGNER;88450000; 05; 06;Interior;Nao;CO PALHOCA 01;
SC;ALTO BELA VISTA;89730000; 04; 05;Interior;Nao;CO CONCORDIA 01;
SC;ANCHIETA;89970000; 05; 07;Interior;Nao;CO CHAPECO 01;
SC;ANGELINA;88460000; 04; 05;Interior;Nao;CO PALHOCA 01;
SC;ANITA GARIBALDI;88590000; 03; 04;Interior;Sim;CO LAGES 01;
SC;ANITAPOLIS;88475000; 08; 09;Interior;Nao;CO LAGES 01;
SC;ANTONIO CARLOS;88180000; 04; 05;Interior;Nao;CO FLORIANOPOLIS 01;
SC;APIUNA;89135000; 03; 04;Capital;Sim;CO RIO DO SUL 01;
SC;ARABUTA;89740000; 02; 03;Interior;Sim;CO CONCORDIA 01;
SC;ARAQUARI;89245000; 02; 03;Capital;Sim;CO SAO FRANCISCO DO SUL 01;
SC;ARARANGUA;88900001 a 88913999; 01; 02;Capital;Sim;CO ARARANGUA 01;
SC;ARMAZEM;88740000; 02; 03;Interior;Sim;CO TUBARAO 01;
SC;ARROIO TRINTA;89590000; 04; 05;Interior;Sim;PA VIDEIRA 01;
SC;ARVOREDO;89778000; 05; 06;Interior;Nao;CO XANXERE 01;
SC;ASCURRA;89138000; 04; 05;Interior;Nao;CO INDAIAL 01;
SC;ATALANTA;88410000; 04; 05;Interior;Sim;CO RIO DO SUL 01;
SC;AURORA;89186000; 03; 04;Capital;Sim;CO RIO DO SUL 01;
SC;BALNEARIO ARROIO DO SILVA;88914000; 02; 04;Capital;Sim;CO ARARANGUA 01;
SC;BALNEARIO BARRA DO SUL;89247000; 03; 04;Interior;Sim;CO SAO FRANCISCO DO SUL 01;
SC;BALNEARIO CAMBORIU;88330000 a 88339999; 01; 02;Capital;Sim;CO ITAJAI 01;
SC;BALNEARIO GAIVOTA;88955000; 03; 05;Capital;Sim;CO ARARANGUA 01;
SC;BALNEARIO PICARRAS;88380000; 04; 05;Interior;Sim;CO ITAJAI 01;
SC;BANDEIRANTE;89905000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;BARRA BONITA;89909000; 06; 08;Interior;Nao;CO CHAPECO 01;
SC;BARRA VELHA;88390000; 05; 06;Interior;Sim;CO ITAJAI 01;
SC;BELA VISTA DO TOLDO;89478000; 03; 04;Interior;Nao;CO UNIAO DA VITORIA 01;
SC;BELMONTE;89925000; 06; 07;Interior;Nao;CO CHAPECO 01;
SC;BENEDITO NOVO;89124000; 04; 05;Interior;Sim;CO INDAIAL 01;
SC;BIGUACU;88160000; 01; 02;Capital;Sim;CO FLORIANOPOLIS 01;
SC;BLUMENAU;89000000 a 89099999; 01; 02;Capital;Sim;CO BLUMENAU 01;
SC;BOCAINA DO SUL;88538000; 03; 04;Interior;Sim;CO LAGES 01;
SC;BOM JARDIM DA SERRA;88640000; 04; 05;Interior;Nao;CO LAGES 01;
SC;BOM JESUS;89824000; 04; 05;Interior;Nao;CO XANXERE 01;
SC;BOM JESUS DO OESTE;89873000; 06; 07;Interior;Nao;CO CHAPECO 01;
SC;BOM RETIRO;88680000; 03; 04;Interior;Sim;CO LAGES 01;
SC;BOMBINHAS;88215000; 03; 04;Interior;Sim;CO ITAJAI 01;
SC;BOTUVERA;88370000; 03; 04;Interior;Sim;CO BRUSQUE 01;
SC;BRACO DO NORTE;88750000; 02; 03;Interior;Sim;CO TUBARAO 01;
SC;BRACO DO TROMBUDO;89178000; 04; 05;Interior;Sim;CO RIO DO SUL 01;
SC;BRUNOPOLIS;89634000; 06; 07;Interior;Nao;CO LAGES 01;
SC;BRUSQUE;88350000 a 88359999; 01; 02;Capital;Sim;CO BRUSQUE 01;
SC;CACADOR;89500000; 02; 03;Capital;Sim;CO CACADOR 01;
SC;CAIBI;89888000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;CALMON;89430000; 03; 04;Interior;Nao;CO CACADOR 01;
SC;CAMBORIU;88340001 a 88349999; 02; 03;Capital;Sim;CO ITAJAI 01;
SC;CAMPO ALEGRE;89294000; 02; 03;Capital;Sim;CO SAO BENTO DO SUL 01;
SC;CAMPO BELO DO SUL;88580000; 03; 04;Interior;Sim;CO LAGES 01;
SC;CAMPO ERE;89980000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;CAMPOS NOVOS;89620000; 03; 04;Capital;Sim;CO JOACABA 01;
SC;CANELINHA;88230000; 03; 04;Interior;Sim;CO BRUSQUE 01;
SC;CANOAS;88688000; 06; 07;Interior;Sim;CO LAGES 01;
SC;CANOINHAS;89460000; 02; 03;Interior;Sim;CO UNIAO DA VITORIA 01;
SC;CAPAO ALTO;88548000; 03; 04;Interior;Sim;CO LAGES 01;
SC;CAPINZAL;89665000; 03; 04;Capital;Sim;CO JOACABA 01;
SC;CAPIVARI DE BAIXO;88745000; 01; 02;Capital;Sim;CO TUBARAO 01;
SC;CATANDUVAS;89670000; 04; 05;Capital;Sim;CO JOACABA 01;
SC;CAXAMBU DO SUL;89880000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;CELSO RAMOS;88598000; 07; 08;Interior;Nao;CO LAGES 01;
SC;CERRO NEGRO;88585000; 03; 04;Interior;Sim;CO LAGES 01;
SC;CHAPADAO DO LAGEADO;88407000; 05; 06;Interior;Nao;CO RIO DO SUL 01;
SC;CHAPECO;89800001 a 89815999; 02; 03;Capital;Sim;CO CHAPECO 01;
SC;CLARAIBA;88275000; 02; 03;Capital;Sim;CO BRUSQUE 01;
SC;COCAL DO SUL;88845000; 03; 04;Capital;Sim;CO CRICIUMA 01;
SC;CONCORDIA;89700000; 01; 02;Capital;Sim;CO CONCORDIA 01;
SC;CORDILHEIRA ALTA;89819000; 03; 04;Capital;Sim;CO CHAPECO 01;
SC;CORONEL FREITAS;89840000; 05; 07;Interior;Nao;CO CHAPECO 01;
SC;CORONEL MARTINS;89837000; 04; 05;Interior;Nao;CO XANXERE 01;
SC;CORREIA PINTO;88535000; 03; 04;Interior;Sim;CO LAGES 01;
SC;CORUPA;89278000; 02; 03;Interior;Sim;CO JARAGUA DO SUL 01;
SC;CRICIUMA;88800001 a 88819999; 02; 03;Capital;Sim;CO CRICIUMA 01;
SC;CUNHA PORA;89890000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;CUNHATAI;89886000; 06; 07;Interior;Nao;CO CHAPECO 01;
SC;CURITIBANOS;89520000; 03; 04;Interior;Sim;CO LAGES 01;
SC;DESCANSO;89910000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;DIONISIO CERQUEIRA;89950000; 08; 09;Interior;Nao;CO CHAPECO 01;
SC;DONA EMMA;89155000; 05; 06;Interior;Nao;CO RIO DO SUL 01;
SC;DOUTOR PEDRINHO;89126000; 04; 05;Interior;Nao;CO INDAIAL 01;
SC;ENTRE RIOS;89862000; 04; 05;Interior;Nao;CO XANXERE 01;
SC;ERMO;88935000; 02; 04;Capital;Sim;CO ARARANGUA 01;
SC;ERVAL VELHO;89613000; 03; 04;Capital;Sim;CO JOACABA 01;
SC;FAXINAL DOS GUEDES;89694000; 02; 04;Capital;Sim;CO XANXERE 01;
SC;FLOR DO SERTAO;89878000; 05; 07;Interior;Nao;CO CHAPECO 01;
SC;FLORIANOPOLIS;88000000 a 88099999; 01; 02;Capital;Sim;CO FLORIANOPOLIS 01;
SC;FORMOSA DO SUL;89859000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;FORQUILHINHA;88850000; 02; 03;Capital;Sim;CO ARARANGUA 01;
SC;FRAIBURGO;89580000; 03; 04;Interior;Sim;PA VIDEIRA 01;
SC;FREI ROGERIO;89530000; 07; 08;Interior;Nao;CO LAGES 01;
SC;GALVAO;89838000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;GAROPABA;88495000; 04; 05;Interior;Nao;CO TUBARAO 01;
SC;GARUVA;89248000; 05; 06;Interior;Nao;CO JOINVILLE 01;
SC;GASPAR;89110000; 02; 03;Capital;Sim;CO GASPAR 01;
SC;GOVERNADOR CELSO RAMOS;88190000; 03; 04;Interior;Nao;CO FLORIANOPOLIS 01;
SC;GRAO PARA;88890000; 02; 03;Interior;Sim;CO TUBARAO 01;
SC;GRAVATAL;88735000; 03; 05;Interior;Sim;CO TUBARAO 01;
SC;GUABIRUBA;88360000; 01; 02;Capital;Sim;CO BRUSQUE 01;
SC;GUARACIABA;89920000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;GUARAMIRIM;89270000; 01; 02;Capital;Sim;CO JARAGUA DO SUL 01;
SC;GUARUJA DO SUL;89940000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;GUATAMBU;89817000; 02; 03;Capital;Sim;CO CHAPECO 01;
SC;HERVAL DOESTE;89610000; 02; 04;Capital;Sim;CO JOACABA 01;
SC;IBIAM;89652000; 04; 05;Interior;Nao;PA VIDEIRA 01;
SC;IBICARE;89640000; 04; 05;Capital;Sim;CO JOACABA 01;
SC;IBIRAMA;89140000; 03; 04;Capital;Sim;CO RIO DO SUL 01;
SC;ICARA;88820000; 02; 03;Capital;Sim;CO CRICIUMA 01;
SC;ILHOTA;88320000; 02; 03;Capital;Sim;CO GASPAR 01;
SC;IMARUI;88770000; 04; 05;Interior;Sim;CO TUBARAO 01;
SC;IMBITUBA;88780000; 02; 03;Interior;Sim;CO TUBARAO 01;
SC;IMBUIA;88440000; 05; 06;Interior;Nao;CO RIO DO SUL 01;
SC;INDAIAL;89130000; 02; 03;Capital;Sim;CO INDAIAL 01;
SC;INDIOS;88533000; 03; 04;Interior;Sim;CO LAGES 01;
SC;IOMERE;89558000; 03; 04;Interior;Sim;PA VIDEIRA 01;
SC;IPIRA;89669000; 04; 05;Interior;Sim;CO CONCORDIA 01;
SC;IPORA DO OESTE;89899000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;IPUACU;89832000; 05; 06;Interior;Nao;CO XANXERE 01;
SC;IPUMIRIM;89790000; 03; 04;Interior;Sim;CO CONCORDIA 01;
SC;IRACEMINHA;89891000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;IRANI;89680000; 03; 04;Interior;Nao;CO XANXERE 01;
SC;IRATI;89856000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;IRINEOPOLIS;89440000; 02; 03;Interior;Nao;CO UNIAO DA VITORIA 01;
SC;ITA;89760000; 03; 04;Interior;Sim;CO CONCORDIA 01;
SC;ITAIOPOLIS;89340000; 03; 04;Interior;Sim;CO SAO BENTO DO SUL 01;
SC;ITAJAI;88300000 a 88319999; 01; 02;Capital;Sim;CO ITAJAI 01;
SC;ITAPEMA;88220000; 03; 04;Capital;Sim;CO ITAJAI 01;
SC;ITAPIRANGA;89896000; 08; 09;Interior;Nao;CO CHAPECO 01;
SC;ITAPOA;89249000; 05; 06;Interior;Nao;CO JOINVILLE 01;
SC;ITUPORANGA;88400000; 03; 04;Capital;Sim;CO RIO DO SUL 01;
SC;JABORA;89677000; 06; 07;Interior;Sim;CO JOACABA 01;
SC;JACINTO MACHADO;88950000; 03; 05;Capital;Sim;CO ARARANGUA 01;
SC;JAGUARUNA;88715000; 02; 03;Interior;Sim;CO TUBARAO 01;
SC;JARAGUA DO SUL;89250000 a 89269999; 01; 02;Capital;Sim;CO JARAGUA DO SUL 01;
SC;JARDINOPOLIS;89848000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;JOACABA;89600000; 01; 02;Capital;Sim;CO JOACABA 01;
SC;JOINVILLE;89200000 a 89239999; 01; 02;Capital;Sim;CO JOINVILLE 01;
SC;JOSE BOITEUX;89145000; 05; 06;Interior;Nao;CO RIO DO SUL 01;
SC;JUPIA;89839000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;LACERDOPOLIS;89660000; 03; 04;Capital;Sim;CO JOACABA 01;
SC;LAGES;88500000 a 88529999; 02; 03;Capital;Sim;CO LAGES 01;
SC;LAGOA DA ESTIVA;88595000; 06; 07;Interior;Nao;CO LAGES 01;
SC;LAGUNA;88790000; 02; 03;Interior;Sim;CO TUBARAO 01;
SC;LAJEADO GRANDE;89828000; 05; 06;Interior;Nao;CO XANXERE 01;
SC;LAURENTINO;89170000; 03; 04;Capital;Sim;CO RIO DO SUL 01;
SC;LAURO MULLER;88880000; 02; 03;Interior;Sim;CO TUBARAO 01;
SC;LEBON REGIS;89515000; 07; 08;Interior;Nao;CO LAGES 01;
SC;LEOBERTO LEAL;88445000; 06; 07;Interior;Nao;CO RIO DO SUL 01;
SC;LINDOIA DO SUL;89735000; 02; 03;Interior;Sim;CO CONCORDIA 01;
SC;LONTRAS;89182000; 03; 04;Capital;Sim;CO RIO DO SUL 01;
SC;LUIZ ALVES;89115000; 04; 05;Interior;Sim;CO ITAJAI 01;
SC;LUZERNA;89609000; 02; 04;Capital;Sim;CO JOACABA 01;
SC;MACIEIRA;89518000; 04; 05;Interior;Nao;PA VIDEIRA 01;
SC;MAFRA;89300000; 02; 03;Capital;Sim;CO SAO BENTO DO SUL 01;
SC;MAJOR GERCINO;88260000; 04; 05;Interior;Nao;CO PALHOCA 01;
SC;MAJOR VIEIRA;89480000; 04; 05;Interior;Sim;CO SAO BENTO DO SUL 01;
SC;MARACAJA;88915000; 02; 03;Capital;Sim;CO ARARANGUA 01;
SC;MARAVILHA;89874000; 04; 05;Capital;Nao;CO CHAPECO 01;
SC;MAREMA;89860000; 04; 05;Interior;Nao;CO XANXERE 01;
SC;MASSARANDUBA;89108000; 02; 03;Interior;Sim;CO JARAGUA DO SUL 01;
SC;MATOS COSTA;89420000; 02; 03;Interior;Nao;CO UNIAO DA VITORIA 01;
SC;MELEIRO;88920000; 02; 04;Capital;Sim;CO ARARANGUA 01;
SC;MIRIM DOCE;89194000; 05; 06;Interior;Nao;CO RIO DO SUL 01;
SC;MODELO;89872000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;MONDAI;89893000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;MONTE CARLO;89618000; 04; 05;Interior;Nao;PA VIDEIRA 01;
SC;MONTE CASTELO;89380000; 04; 05;Interior;Sim;CO SAO BENTO DO SUL 01;
SC;MORRO DA FUMACA;88830000; 03; 04;Interior;Sim;CO CRICIUMA 01;
SC;MORRO GRANDE;88925000; 03; 04;Interior;Sim;CO ARARANGUA 01;
SC;NAVEGANTES;88375000; 03; 04;Capital;Sim;CO ITAJAI 01;
SC;NOVA ERECHIM;89865000; 04; 06;Capital;Nao;CO CHAPECO 01;
SC;NOVA ITABERABA;89818000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;NOVA TRENTO;88270000; 02; 03;Interior;Sim;CO BRUSQUE 01;
SC;NOVA VENEZA;88865000; 03; 04;Interior;Sim;CO CRICIUMA 01;
SC;NOVO HORIZONTE;89998000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;ORLEANS;88870000; 02; 03;Interior;Sim;CO TUBARAO 01;
SC;OTACILIO COSTA;88540000; 03; 04;Interior;Sim;CO LAGES 01;
SC;OURO;89663000; 03; 04;Capital;Sim;CO JOACABA 01;
SC;OURO VERDE;89834000; 02; 04;Capital;Nao;CO XANXERE 01;
SC;PAIAL;89765000; 06; 07;Interior;Nao;CO XANXERE 01;
SC;PAINEL;88543000; 04; 05;Interior;Sim;CO LAGES 01;
SC;PALHOCA;88130001 a 88139999; 01; 02;Capital;Sim;CO PALHOCA 01;
SC;PALMA SOLA;89985000; 08; 10;Interior;Nao;CO CHAPECO 01;
SC;PALMEIRA;88545000; 03; 04;Interior;Sim;CO LAGES 01;
SC;PALMITOS;89887000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;PAPANDUVA;89370000; 04; 05;Interior;Sim;CO SAO BENTO DO SUL 01;
SC;PARAISO;89906000; 05; 07;Interior;Nao;CO CHAPECO 01;
SC;PASSO DE TORRES;88980000; 03; 04;Interior;Sim;CO ARARANGUA 01;
SC;PASSOS MAIA;89687000; 05; 06;Interior;Nao;CO XANXERE 01;
SC;PAULO LOPES;88490000; 04; 05;Interior;Nao;CO PALHOCA 01;
SC;PEDRAS GRANDES;88720000; 03; 04;Interior;Sim;CO TUBARAO 01;
SC;PENHA;88385000; 04; 05;Interior;Sim;CO ITAJAI 01;
SC;PERICO;88615000; 06; 07;Interior;Nao;CO LAGES 01;
SC;PERITIBA;89750000; 04; 05;Interior;Sim;CO CONCORDIA 01;
SC;PETROLANDIA;88430000; 05; 06;Interior;Nao;CO RIO DO SUL 01;
SC;PINHALZINHO;89870000; 04; 05;Capital;Nao;CO CHAPECO 01;
SC;PINHEIRO PRETO;89570000; 02; 03;Interior;Sim;PA VIDEIRA 01;
SC;PIRATUBA;89667000; 04; 05;Interior;Sim;CO CONCORDIA 01;
SC;PLANALTO ALEGRE;89882000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;POMERODE;89107000; 02; 03;Capital;Sim;CO POMERODE 01;
SC;PONTE ALTA;88550000; 03; 04;Interior;Sim;CO LAGES 01;
SC;PONTE ALTA DO NORTE;89535000; 06; 07;Interior;Nao;CO LAGES 01;
SC;PONTE SERRADA;89683000; 03; 04;Interior;Nao;CO XANXERE 01;
SC;PORTO BELO;88210000; 04; 05;Interior;Sim;CO ITAJAI 01;
SC;PORTO UNIAO;89400000; 01; 02;Capital;Sim;CO UNIAO DA VITORIA 01;
SC;POUSO REDONDO;89172000; 04; 05;Interior;Sim;CO RIO DO SUL 01;
SC;PRAIA GRANDE;88990000; 03; 04;Interior;Sim;CO ARARANGUA 01;
SC;PRESIDENTE CASTELO BRANCO;89745000; 04; 05;Interior;Nao;CO CONCORDIA 01;
SC;PRESIDENTE GETULIO;89150000; 05; 06;Interior;Sim;CO RIO DO SUL 01;
SC;PRESIDENTE NEREU;89184000; 05; 06;Interior;Nao;CO RIO DO SUL 01;
SC;PRINCESA;89935000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;QUILOMBO;89850000; 05; 07;Interior;Nao;CO CHAPECO 01;
SC;RANCHO QUEIMADO;88470000; 06; 07;Interior;Nao;CO PALHOCA 01;
SC;RIO DAS ANTAS;89550000; 03; 05;Interior;Sim;CO CACADOR 01;
SC;RIO DO CAMPO;89198000; 05; 06;Interior;Nao;CO RIO DO SUL 01;
SC;RIO DO OESTE;89180000; 04; 05;Interior;Sim;CO RIO DO SUL 01;
SC;RIO DO SUL;89160000 a 89169999; 02; 03;Capital;Sim;CO RIO DO SUL 01;
SC;RIO DOS CEDROS;89121000; 03; 04;Capital;Sim;CO INDAIAL 01;
SC;RIO FORTUNA;88760000; 03; 04;Interior;Sim;CO TUBARAO 01;
SC;RIO NEGRINHO;89295000; 02; 03;Capital;Sim;CO SAO BENTO DO SUL 01;
SC;RIO RUFINO;88658000; 06; 07;Interior;Nao;CO LAGES 01;
SC;RIQUEZA;89895000; 05; 07;Interior;Nao;CO CHAPECO 01;
SC;RODEIO;89136000; 04; 05;Interior;Nao;CO INDAIAL 01;
SC;ROMELANDIA;89908000; 05; 07;Interior;Nao;CO CHAPECO 01;
SC;SAI;89243000; 02; 03;Interior;Sim;CO SAO FRANCISCO DO SUL 01;
SC;SALETE;89196000; 05; 06;Interior;Nao;CO RIO DO SUL 01;
SC;SALTINHO;89981000; 05; 07;Interior;Nao;CO CHAPECO 01;
SC;SALTO VELOSO;89595000; 04; 05;Interior;Sim;PA VIDEIRA 01;
SC;SANGAO;88717000; 04; 05;Interior;Sim;CO CRICIUMA 01;
SC;SANTA CECILIA;89540000; 06; 07;Interior;Sim;CO LAGES 01;
SC;SANTA CRUZ DO TIMBO;89410000; 03; 04;Interior;Nao;CO UNIAO DA VITORIA 01;
SC;SANTA HELENA;89915000; 05; 07;Interior;Nao;CO CHAPECO 01;
SC;SANTA ROSA DE LIMA;88763000; 04; 05;Interior;Sim;CO TUBARAO 01;
SC;SANTA ROSA DO SUL;88965000; 03; 04;Capital;Sim;CO ARARANGUA 01;
SC;SANTA TEREZINHA;89199000; 06; 07;Interior;Nao;CO RIO DO SUL 01;
SC;SANTA TEREZINHA DO PROGRESSO;89983000; 06; 08;Interior;Nao;CO CHAPECO 01;
SC;SANTA TEREZINHA DO SALTO;88531000; 07; 08;Interior;Nao;CO LAGES 01;
SC;SANTIAGO DO SUL;89854000; 05; 07;Interior;Nao;CO CHAPECO 01;
SC;SANTO AMARO DA IMPERATRIZ;88140000; 04; 05;Interior;Nao;CO PALHOCA 01;
SC;SAO BENTO DO SUL;89280000 a 89293999; 01; 02;Capital;Sim;CO SAO BENTO DO SUL 01;
SC;SAO BERNARDINO;89982000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;SAO BONIFACIO;88485000; 04; 05;Interior;Nao;CO PALHOCA 01;
SC;SAO CARLOS;89885000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;SAO CRISTOVAO DO SUL;89533000; 03; 04;Interior;Sim;CO LAGES 01;
SC;SAO DOMINGOS;89835000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;SAO FRANCISCO DO SUL;89240000; 01; 02;Capital;Sim;CO SAO FRANCISCO DO SUL 01;
SC;SAO JOAO BATISTA;88240000; 02; 03;Capital;Sim;CO BRUSQUE 01;
SC;SAO JOAO DO ITAPERIU;88395000; 05; 06;Interior;Nao;CO ITAJAI 01;
SC;SAO JOAO DO OESTE;89897000; 05; 06;Interior;Nao;CO CHAPECO 01;
SC;SAO JOAO DO SUL;88970000; 03; 05;Interior;Sim;CO ARARANGUA 01;
SC;SAO JOAQUIM;88600000; 02; 03;Interior;Sim;CO LAGES 01;
SC;SAO JOSE;88100000 a 88123999; 01; 02;Capital;Sim;CO FLORIANOPOLIS 01;
SC;SAO JOSE DO CEDRO;89930000; 06; 08;Interior;Nao;CO CHAPECO 01;
SC;SAO JOSE DO CERRITO;88570000; 05; 06;Interior;Sim;CO LAGES 01;
SC;SAO LOURENCO DO OESTE;89990000; 07; 08;Interior;Sim;CO PATO BRANCO 01;
SC;SAO LUDGERO;88730000; 02; 03;Interior;Sim;CO TUBARAO 01;
SC;SAO MARTINHO;88765000; 03; 04;Interior;Sim;CO TUBARAO 01;
SC;SAO MIGUEL DA BOA VISTA;89879000; 06; 07;Interior;Nao;CO CHAPECO 01;
SC;SAO MIGUEL DO OESTE;89900000; 04; 05;Interior;Nao;CO CHAPECO 01;
SC;SAO PEDRO DE ALCANTARA;88125000; 03; 04;Interior;Nao;CO PALHOCA 01;
SC;SAO SEBASTIAO DO ARVOREDO;88610000; 07; 08;Interior;Nao;CO LAGES 01;
SC;SAUDADES;89868000; 04; 05;Capital;Nao;CO CHAPECO 01;
SC;SCHROEDER;89275000; 01; 02;Capital;Sim;CO JARAGUA DO SUL 01;
SC;SEARA;89770000; 06; 07;Interior;Sim;CO XANXERE 01;
SC;SERRA ALTA;89871000; 05; 07;Interior;Nao;CO CHAPECO 01;
SC;SIDEROPOLIS;88860000; 03; 04;Interior;Sim;CO CRICIUMA 01;
SC;SOMBRIO;88960000; 03; 04;Capital;Sim;CO ARARANGUA 01;
SC;SUL BRASIL;89855000; 05; 07;Interior;Nao;CO CHAPECO 01;
